,id,id_str,full_text,source,source_url,retweet_count,favorite_count,lang,full_text_lemmatiz,sentiment,polarity,sentiment_analysis
81,1466385273349148677,1466385273349148677,december vaccination month paof measures combat misinformation covid encourage ghanaians get vaccinated,Twitter for Android,http://twitter.com/download/android,0,0,en,"['december', 'vaccination', 'month', 'paof', 'measure', 'combat', 'misinformation', 'covid', 'encourage', 'ghanaians', 'get', 'vaccinated']",0.0,0.0,ZERO
82,1466385271835049995,1466385271835049995,india media two covid omicron variant cases detected karnataka health ministry says december,Twitter Web App,https://mobile.twitter.com,3,0,en,"['india', 'medium', 'two', 'covid', 'omicron', 'variant', 'case', 'detected', 'karnataka', 'health', 'ministry', 'say', 'december']",0.0,0.0,ZERO
83,1466385265900068866,1466385265900068866,copyright intellectualpropertyrights patents covid joe wanted away property rights understand needs many wiegh wallets base amount base percentage would little nice take especially web,Twitter for Android,http://twitter.com/download/android,0,0,en,"['copyright', 'intellectualpropertyrights', 'patent', 'covid', 'joe', 'wanted', 'away', 'property', 'right', 'understand', 'need', 'many', 'wiegh', 'wallet', 'base', 'amount', 'base', 'percentage', 'would', 'little', 'nice', 'take', 'especially', 'web']",0.8333333333333334,-0.11458333333333336,NEGATIVE
84,1466385265279193090,1466385265279193090,im really proud sister making accountable mess sbp seri puteri covid pandemic m…,Twitter for iPhone,http://twitter.com/download/iphone,113,0,en,"['im', 'really', 'proud', 'sister', 'making', 'accountable', 'mess', 'sbp', 'seri', 'puteri', 'covid', 'pandemic', 'm…']",0.5875,0.3125,POSITIVE
85,1466385260065742852,1466385260065742852,new data omicron shows roll full mask mandate work home order end school earlier christ…,Twitter for Android,http://twitter.com/download/android,1,0,en,"['new', 'data', 'omicron', 'show', 'roll', 'full', 'mask', 'mandate', 'work', 'home', 'order', 'end', 'school', 'earlier', 'christ…']",0.5015151515151516,0.1621212121212121,POSITIVE
86,1466385259981856772,1466385259981856772,wales mark drakeford shows contempt feels serves “let’s hope one bright enough ask i…,Twitter Web App,https://mobile.twitter.com,663,0,en,"['wale', 'mark', 'drakeford', 'show', 'contempt', 'feel', 'serf', '“let’s', 'hope', 'one', 'bright', 'enough', 'ask', 'i…']",0.6499999999999999,0.35000000000000003,POSITIVE
87,1466385259336019973,1466385259336019973,extraordinary hear dr david spiegelhalter say rtoday governments libertarian approach ie lifting c…,Twitter for Android,http://twitter.com/download/android,358,0,en,"['extraordinary', 'hear', 'dr', 'david', 'spiegelhalter', 'say', 'rtoday', 'government', 'libertarian', 'approach', 'ie', 'lifting', 'c…']",1.0,0.3333333333333333,POSITIVE
88,1466385255309496321,1466385255309496321,increase functional ticlike behaviours children amp youth covid pandemic reported pa…,Hey OA,https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels,2,0,en,"['increase', 'functional', 'ticlike', 'behaviour', 'child', 'amp', 'youth', 'covid', 'pandemic', 'reported', 'pa…']",0.0,0.0,ZERO
89,1466385252264382465,1466385252264382465,uae confirms first case covid omicron variant december ht shiloh covidvariant,Twitter Web App,https://mobile.twitter.com,3,0,en,"['uae', 'confirms', 'first', 'case', 'covid', 'omicron', 'variant', 'december', 'ht', 'shiloh', 'covidvariant']",0.3333333333333333,0.25,POSITIVE
90,1466385245373181955,1466385245373181955,africa’s problem hesitancy fact many healthcare systems ravaged privatisation ofte…,Twitter Web App,https://mobile.twitter.com,4,0,en,"['africa’s', 'problem', 'hesitancy', 'fact', 'many', 'healthcare', 'system', 'ravaged', 'privatisation', 'ofte…']",0.5,0.5,POSITIVE
91,1466385240113487876,1466385240113487876,women country setting new benchmarks proving mettle every sphere matilda kullu asha worker fr…,Twitter for Android,http://twitter.com/download/android,93,0,en,"['woman', 'country', 'setting', 'new', 'benchmark', 'proving', 'mettle', 'every', 'sphere', 'matilda', 'kullu', 'asha', 'worker', 'fr…']",0.45454545454545453,0.13636363636363635,POSITIVE
92,1466385240050606088,1466385240050606088,latest piece jane fieldhouse amp explores critical need understand and…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,en,"['latest', 'piece', 'jane', 'fieldhouse', 'amp', 'explores', 'critical', 'need', 'understand', 'and…']",0.8500000000000001,0.25,POSITIVE
93,1466385236791603204,1466385236791603204,inter university dialogue around corner come lets share young people role fight of…,Twitter Web App,https://mobile.twitter.com,37,0,en,"['inter', 'university', 'dialogue', 'around', 'corner', 'come', 'let', 'share', 'young', 'people', 'role', 'fight', 'of…']",0.4,0.1,POSITIVE
94,1466385235751444481,1466385235751444481,point noted omicron omicronvarient covid,Naattuvartha,http://naattuvartha.byethost33.com,5,0,en,"['point', 'noted', 'omicron', 'omicronvarient', 'covid']",0.0,0.0,ZERO
95,1466385233033318400,1466385233033318400,point noted omicron omicronvarient covid,Twitter for Android,http://twitter.com/download/android,5,0,en,"['point', 'noted', 'omicron', 'omicronvarient', 'covid']",0.0,0.0,ZERO
96,1466385232387575816,1466385232387575816,trump test positive covid debate cv fake news many times happen covid,Twitter for Android,http://twitter.com/download/android,0,0,en,"['trump', 'test', 'positive', 'covid', 'debate', 'cv', 'fake', 'news', 'many', 'time', 'happen', 'covid']",0.6818181818181818,0.07575757575757576,POSITIVE
97,1466385227543203847,1466385227543203847,covid deaths wales falling recent weeks reductions hospital patients hopefully t…,Twitter for Android,http://twitter.com/download/android,12,0,en,"['covid', 'death', 'wale', 'falling', 'recent', 'week', 'reduction', 'hospital', 'patient', 'hopefully', 't…']",0.25,0.0,ZERO
98,1466385226750431234,1466385226750431234,man lied covid meeting gold star families disgusting,Twitter for Android,http://twitter.com/download/android,2,0,en,"['man', 'lied', 'covid', 'meeting', 'gold', 'star', 'family', 'disgusting']",1.0,-1.0,NEGATIVE
99,1466385226314264576,1466385226314264576,date country registered confirmed cases covid deaths current admissions stand bot…,Twitter for Android,http://twitter.com/download/android,10,0,en,"['date', 'country', 'registered', 'confirmed', 'case', 'covid', 'death', 'current', 'admission', 'stand', 'bot…']",0.7,0.2,POSITIVE
